start_time,memory_rss,memory_vms,cpu_percent
01/09/2024 14:41:07,425803776,519942144,36.0
01/09/2024 14:41:08,427421696,521531392,20.3
01/09/2024 14:41:09,429338624,523620352,56.3
01/09/2024 14:41:10,436633600,530964480,70.3
01/09/2024 14:41:11,427548672,522043392,137.4
01/09/2024 14:41:12,426778624,520990720,93.8
01/09/2024 14:41:13,427229184,521515008,3.1
01/09/2024 14:41:14,427925504,522039296,0.0
01/09/2024 14:41:15,427958272,522039296,0.0
01/09/2024 14:41:16,427982848,522039296,0.0
01/09/2024 14:41:17,428007424,522039296,0.0
01/09/2024 14:41:18,427782144,511459328,0.0
01/09/2024 14:41:19,427806720,511459328,0.0
01/09/2024 14:41:20,427892736,512516096,0.0
01/09/2024 14:41:21,427941888,512516096,0.0
01/09/2024 14:41:22,427966464,512516096,0.0
01/09/2024 14:41:23,427991040,513040384,0.0
01/09/2024 14:41:24,428019712,513040384,0.0
01/09/2024 14:41:25,428027904,511983616,1.6
01/09/2024 14:41:28,428126208,511983616,1.6
01/09/2024 14:41:29,428150784,511983616,0.0
01/09/2024 14:41:30,428232704,513040384,0.0
01/09/2024 14:41:31,428257280,513040384,0.0
01/09/2024 14:41:32,428281856,513040384,0.0
01/09/2024 14:41:33,428306432,513040384,0.0
01/09/2024 14:41:34,428331008,513040384,0.0
01/09/2024 14:41:36,428359680,511983616,0.0
01/09/2024 14:41:37,428384256,511983616,0.0
01/09/2024 14:41:38,428408832,511983616,0.0
01/09/2024 14:41:39,428433408,511983616,0.0
01/09/2024 14:41:40,428457984,511983616,0.0
01/09/2024 14:41:41,428490752,512507904,0.0
01/09/2024 14:41:42,428519424,512507904,0.0
01/09/2024 14:41:43,428544000,512507904,0.0
01/09/2024 14:41:44,428572672,512507904,0.0
01/09/2024 14:41:45,428605440,512507904,0.0
01/09/2024 14:41:46,428609536,512507904,0.0
01/09/2024 14:41:47,428572672,512507904,0.0
01/09/2024 14:41:48,428597248,512507904,0.0
01/09/2024 14:41:49,428621824,512507904,0.0
01/09/2024 14:41:50,428707840,513564672,0.0
01/09/2024 14:41:51,428732416,513564672,0.0
01/09/2024 14:41:52,428756992,513564672,0.0
01/09/2024 14:41:53,428781568,513564672,0.0
01/09/2024 14:41:54,428806144,513564672,0.0
01/09/2024 14:41:55,428818432,512507904,0.0
01/09/2024 14:41:56,428843008,512507904,0.0
01/09/2024 14:41:57,428867584,512507904,0.0
01/09/2024 14:41:58,428892160,512507904,0.0
01/09/2024 14:41:59,428916736,512507904,1.5
01/09/2024 14:42:00,429006848,514088960,0.0
01/09/2024 14:42:01,429031424,514088960,0.0
01/09/2024 14:42:02,429064192,514088960,0.0
01/09/2024 14:42:03,429092864,514088960,0.0
01/09/2024 14:42:04,429121536,514088960,0.0
01/09/2024 14:42:05,429129728,513032192,0.0
01/09/2024 14:42:06,429154304,513032192,0.0
01/09/2024 14:42:07,429178880,513032192,0.0
01/09/2024 14:42:08,429203456,513032192,0.0
01/09/2024 14:42:09,429228032,513032192,0.0
01/09/2024 14:42:10,429252608,513032192,0.0
01/09/2024 14:42:11,429277184,513032192,0.0
01/09/2024 14:42:12,429301760,513032192,0.0
01/09/2024 14:42:13,429326336,513032192,0.0
01/09/2024 14:42:14,429350912,513032192,0.0
01/09/2024 14:42:15,429379584,513032192,0.0
01/09/2024 14:42:16,429404160,513032192,0.0
01/09/2024 14:42:17,429428736,513032192,0.0
01/09/2024 14:42:18,429453312,513032192,0.0
01/09/2024 14:42:19,429481984,513556480,0.0
01/09/2024 14:42:20,429576192,514613248,0.0
01/09/2024 14:42:21,429604864,514613248,0.0
01/09/2024 14:42:22,429629440,514613248,3.1
